Timestamp,Activity_Count,mod7,Hour,Minute,DayOfWeek,Weekend
2025-04-09 01:20:00,0,2,1,20,2,False
2025-04-09 01:30:00,0,3,1,30,2,False
2025-04-09 01:40:00,0,4,1,40,2,False
2025-04-09 01:50:00,0,5,1,50,2,False
2025-04-09 02:00:00,0,6,2,0,2,False
2025-04-09 02:30:00,0,2,2,30,2,False
2025-04-09 02:40:00,0,3,2,40,2,False
2025-04-09 02:50:00,0,4,2,50,2,False
2025-04-09 03:00:00,0,5,3,0,2,False
2025-04-09 03:10:00,0,6,3,10,2,False
2025-04-09 03:40:00,0,2,3,40,2,False
2025-04-09 03:50:00,0,3,3,50,2,False
2025-04-09 04:00:00,0,4,4,0,2,False
2025-04-09 04:10:00,0,5,4,10,2,False
2025-04-09 04:20:00,0,6,4,20,2,False
2025-04-09 04:50:00,0,2,4,50,2,False
2025-04-09 05:00:00,0,3,5,0,2,False
2025-04-09 05:10:00,0,4,5,10,2,False
2025-04-09 05:20:00,0,5,5,20,2,False
2025-04-09 05:30:00,0,6,5,30,2,False
2025-04-09 06:00:00,0,2,6,0,2,False
2025-04-09 06:10:00,0,3,6,10,2,False
2025-04-09 06:20:00,0,4,6,20,2,False
2025-04-09 06:30:00,0,5,6,30,2,False
2025-04-09 06:40:00,0,6,6,40,2,False
2025-04-09 07:10:00,1,2,7,10,2,False
2025-04-09 07:20:00,1,3,7,20,2,False
2025-04-09 07:30:00,0,4,7,30,2,False
2025-04-09 07:40:00,14,5,7,40,2,False
2025-04-09 07:50:00,0,6,7,50,2,False
2025-04-09 08:20:00,1,2,8,20,2,False
2025-04-09 08:30:00,0,3,8,30,2,False
2025-04-09 08:40:00,10,4,8,40,2,False
2025-04-09 08:50:00,1,5,8,50,2,False
2025-04-09 09:00:00,0,6,9,0,2,False
2025-04-09 09:30:00,2,2,9,30,2,False
2025-04-09 09:40:00,3,3,9,40,2,False
2025-04-09 09:50:00,1,4,9,50,2,False
2025-04-09 10:00:00,2,5,10,0,2,False
2025-04-09 10:10:00,1,6,10,10,2,False
2025-04-09 10:40:00,3,2,10,40,2,False
2025-04-09 10:50:00,5,3,10,50,2,False
2025-04-09 11:00:00,10,4,11,0,2,False
2025-04-09 11:10:00,1,5,11,10,2,False
2025-04-09 11:20:00,0,6,11,20,2,False
2025-04-09 11:50:00,13,2,11,50,2,False
2025-04-09 12:00:00,102,3,12,0,2,False
2025-04-09 12:10:00,253,4,12,10,2,False
2025-04-09 12:20:00,83,5,12,20,2,False
2025-04-09 12:30:00,86,6,12,30,2,False
2025-04-09 13:00:00,90,2,13,0,2,False
2025-04-09 13:10:00,0,3,13,10,2,False
2025-04-09 13:20:00,4,4,13,20,2,False
2025-04-09 13:30:00,0,5,13,30,2,False
2025-04-09 13:40:00,308,6,13,40,2,False
2025-04-09 14:10:00,0,2,14,10,2,False
2025-04-09 14:20:00,5,3,14,20,2,False
2025-04-09 14:30:00,79,4,14,30,2,False
2025-04-09 14:40:00,2,5,14,40,2,False
2025-04-09 14:50:00,0,6,14,50,2,False
2025-04-09 15:20:00,3,2,15,20,2,False
2025-04-09 15:30:00,1,3,15,30,2,False
2025-04-09 15:40:00,0,4,15,40,2,False
2025-04-09 15:50:00,3,5,15,50,2,False
2025-04-09 16:00:00,128,6,16,0,2,False
2025-04-09 16:30:00,32,2,16,30,2,False
2025-04-09 16:40:00,15,3,16,40,2,False
2025-04-09 16:50:00,34,4,16,50,2,False
2025-04-09 17:00:00,66,5,17,0,2,False
2025-04-09 17:10:00,51,6,17,10,2,False
2025-04-09 17:40:00,1,2,17,40,2,False
2025-04-09 17:50:00,0,3,17,50,2,False
2025-04-09 18:00:00,0,4,18,0,2,False
2025-04-09 18:10:00,0,5,18,10,2,False
2025-04-09 18:20:00,0,6,18,20,2,False
2025-04-09 18:50:00,0,2,18,50,2,False
2025-04-09 19:00:00,0,3,19,0,2,False
2025-04-09 19:10:00,0,4,19,10,2,False
2025-04-09 19:20:00,0,5,19,20,2,False
2025-04-09 19:30:00,0,6,19,30,2,False
2025-04-09 20:00:00,0,2,20,0,2,False
2025-04-09 20:10:00,4,3,20,10,2,False
2025-04-09 20:20:00,0,4,20,20,2,False
2025-04-09 20:30:00,0,5,20,30,2,False
2025-04-09 20:40:00,0,6,20,40,2,False
2025-04-09 21:10:00,0,2,21,10,2,False
2025-04-09 21:20:00,66,3,21,20,2,False
2025-04-09 21:30:00,14,4,21,30,2,False
2025-04-09 21:40:00,58,5,21,40,2,False
2025-04-09 21:50:00,3,6,21,50,2,False
